inchi_key,inchi,name,atom_bag,p_kas,smiles,major_ms,number_of_protons,charges,cross_references
WSFSSNUMVMOOMR-UHFFFAOYSA-N,InChI=1S/CH2O/c1-2/h1H2,KEGG:C00067,"{""C"": 1, ""O"": 1, ""H"": 2, ""e-"": 16}",[],C=O,0.0,[2],[0],KEGG:C00067
FFEARJCKVFRZRR-BYPYZUCNSA-N,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",KEGG:C00073,"{""C"": 5, ""S"": 1, ""H"": 11, ""N"": 1, ""O"": 2, ""e-"": 80}","[9.5, 2.53]",CSCC[C@H]([NH3+])C([O-])=O,1.0,"[10, 11, 12]","[-1, 0, 1]",KEGG:C00073
DTBNBXWJWCWCIK-UHFFFAOYSA-N,"InChI=1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)",KEGG:C00074,"{""O"": 6, ""C"": 3, ""P"": 1, ""H"": 2, ""e-"": 86}","[6.02, 3.36, 0.76]",[O-]C(=O)C(=C)OP([O-])([O-])=O,0.0,"[2, 3, 4, 5]","[-3, -2, -1, 0]",KEGG:C00074
PGAVKCOVUIYSFO-XVFCMESISA-N,"InChI=1S/C9H15N2O15P3/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",KEGG:C00075,"{""O"": 15, ""C"": 9, ""H"": 12, ""P"": 3, ""N"": 2, ""e-"": 248}","[12.56, 7.81, 7.2, 3.3, 2.53, 0.9]",O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)N1C=CC(=O)NC1=O,3.0,"[9, 10, 11, 12, 13, 14, 15]","[-6, -5, -4, -3, -2, -1, 0]",KEGG:C00075
AHLPHDHHMVZTML-BYPYZUCNSA-N,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1",KEGG:C00077,"{""N"": 2, ""H"": 13, ""C"": 5, ""O"": 2, ""e-"": 72}","[10.29, 9.44, 2.67]",[NH3+]CCC[C@H]([NH3+])C([O-])=O,2.0,"[11, 12, 13, 14]","[-1, 0, 1, 2]",KEGG:C00077
QIVBCDIJIAJPQS-VIFPVBQESA-N,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",KEGG:C00078,"{""N"": 2, ""H"": 12, ""C"": 11, ""O"": 2, ""e-"": 108}","[9.4, 2.54]",[NH3+][C@@H](CC1=CNC2=CC=CC=C12)C([O-])=O,1.0,"[11, 12, 13]","[-1, 0, 1]",KEGG:C00078
COLNVLDHVKWLRT-QMMMGPOBSA-N,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",KEGG:C00079,"{""N"": 1, ""H"": 11, ""C"": 9, ""O"": 2, ""e-"": 88}","[9.45, 2.47]",[NH3+][C@@H](CC1=CC=CC=C1)C([O-])=O,1.0,"[10, 11, 12]","[-1, 0, 1]",KEGG:C00079
GPRLSGONYQIRFK-UHFFFAOYSA-N,InChI=1S/p+1,KEGG:C00080,"{""H"": 1}",[],,0.0,[0],[0],KEGG:C00080
HAEJPQIATWHALX-KQYNXXCUSA-N,"InChI=1S/C10H15N4O14P3/c15-6-4(1-25-30(21,22)28-31(23,24)27-29(18,19)20)26-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,21,22)(H,23,24)(H,11,12,17)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",KEGG:C00081,"{""O"": 14, ""C"": 10, ""H"": 12, ""P"": 3, ""N"": 4, ""e-"": 260}","[12.65, 11.63, 7.42, 3.3, 2.53, 0.91]",O[C@@H]1[C@@H](COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O,3.0,"[9, 10, 11, 12, 13, 14, 15]","[-6, -5, -4, -3, -2, -1, 0]",KEGG:C00081
OUYCCCASQSFEME-QMMMGPOBSA-N,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",KEGG:C00082,"{""N"": 1, ""H"": 11, ""C"": 9, ""O"": 3, ""e-"": 96}","[9.79, 9.19, 2.0]",[NH3+][C@@H](CC1=CC=C(O)C=C1)C([O-])=O,2.0,"[9, 10, 11, 12]","[-2, -1, 0, 1]",KEGG:C00082
LTYOQGRJFJAKNA-DVVLENMVSA-N,"InChI=1S/C24H38N7O19P3S/c1-24(2,19(37)22(38)27-4-3-13(32)26-5-6-54-15(35)7-14(33)34)9-47-53(44,45)50-52(42,43)46-8-12-18(49-51(39,40)41)17(36)23(48-12)31-11-30-16-20(25)28-10-29-21(16)31/h10-12,17-19,23,36-37H,3-9H2,1-2H3,(H,26,32)(H,27,38)(H,33,34)(H,42,43)(H,44,45)(H2,25,28,29)(H2,39,40,41)/t12-,17-,18-,19+,23-/m1/s1",KEGG:C00083,"{""C"": 24, ""O"": 19, ""P"": 3, ""H"": 33, ""N"": 7, ""S"": 1, ""e-"": 444}","[6.09, 5.46, 4.29, 3.84, 3.46, 2.98, 1.89, 0.82]",CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([O-])=O,0.0,"[33, 34, 35, 36, 37, 38, 39, 40, 41]","[-5, -4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C00083
IKHGUXGNUITLKF-UHFFFAOYSA-N,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",KEGG:C00084,"{""C"": 2, ""O"": 1, ""H"": 4, ""e-"": 24}",[],CC=O,0.0,[4],[0],KEGG:C00084
BGWGXPAPYGQALX-VRPWFDPXSA-N,"InChI=1S/C6H13O9P/c7-2-6(10)5(9)4(8)3(15-6)1-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/t3-,4-,5+,6?/m1/s1",KEGG:C00085,"{""O"": 9, ""C"": 6, ""H"": 11, ""P"": 1, ""e-"": 136}","[13.99, 12.73, 10.28, 6.25, 1.22]",OCC1(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O,3.0,"[8, 9, 10, 11, 12, 13]","[-5, -4, -3, -2, -1, 0]",KEGG:C00085
XSQUKJJJFZCRTK-UHFFFAOYSA-N,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",KEGG:C00086,"{""N"": 2, ""C"": 1, ""O"": 1, ""H"": 4, ""e-"": 32}",[0.55],NC(N)=O,0.0,"[4, 5]","[0, 1]",KEGG:C00086
NINIDFKCEFEMDL-UHFFFAOYSA-N,InChI=1S/S,KEGG:C00087,"{""S"": 1, ""e-"": 16}",[],S,0.0,[0],[0],KEGG:C00087
IOVCWXUNBOPUCH-UHFFFAOYSA-N,"InChI=1S/HNO2/c2-1-3/h(H,2,3)",KEGG:C00088,"{""O"": 2, ""N"": 1, ""H"": 1, ""e-"": 24}",[],ON=O,0.0,[1],[0],KEGG:C00088
CZMRCDWAGMRECN-UGDNZRGBSA-N,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",KEGG:C00089,"{""O"": 11, ""C"": 12, ""H"": 22, ""e-"": 182}","[13.94, 13.51, 13.04, 12.39, 11.84]",OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,5.0,"[17, 18, 19, 20, 21, 22]","[-5, -4, -3, -2, -1, 0]",KEGG:C00089
VNOYUJKHFWYWIR-ITIYDSSPSA-N,"InChI=1S/C25H40N7O19P3S/c1-25(2,20(38)23(39)28-6-5-14(33)27-7-8-55-16(36)4-3-15(34)35)10-48-54(45,46)51-53(43,44)47-9-13-19(50-52(40,41)42)18(37)24(49-13)32-12-31-17-21(26)29-11-30-22(17)32/h11-13,18-20,24,37-38H,3-10H2,1-2H3,(H,27,33)(H,28,39)(H,34,35)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)/t13-,18-,19-,20+,24-/m1/s1",KEGG:C00091,"{""C"": 25, ""O"": 19, ""P"": 3, ""H"": 35, ""N"": 7, ""S"": 1, ""e-"": 452}","[6.1, 5.49, 4.3, 3.85, 3.47, 2.99, 1.89, 0.82]",CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC([O-])=O,0.0,"[35, 36, 37, 38, 39, 40, 41, 42, 43]","[-5, -4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C00091
NBSCHQHZLSJFNQ-GASJEMHNSA-N,"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1",KEGG:C00092,"{""O"": 9, ""C"": 6, ""H"": 11, ""P"": 1, ""e-"": 136}","[13.62, 12.69, 11.3, 6.25, 1.22]",OC1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O,3.0,"[8, 9, 10, 11, 12, 13]","[-5, -4, -3, -2, -1, 0]",KEGG:C00092
AWUCVROLDVIAJX-GSVOUGTGSA-N,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1",KEGG:C00093,"{""O"": 6, ""C"": 3, ""H"": 7, ""P"": 1, ""e-"": 90}","[13.66, 6.53, 1.51]",OC[C@@H](O)COP([O-])([O-])=O,1.0,"[6, 7, 8, 9]","[-3, -2, -1, 0]",KEGG:C00093
LSNNMFCWUKXFEE-UHFFFAOYSA-N,"InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)",KEGG:C00094,"{""O"": 3, ""S"": 1, ""H"": 1, ""e-"": 42}","[7.3, 1.7]",OS([O-])=O,1.0,"[0, 1, 2]","[-2, -1, 0]",KEGG:C00094
RFSUNEUAIZKAJO-VRPWFDPXSA-N,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m1/s1",KEGG:C00095,"{""O"": 6, ""C"": 6, ""H"": 12, ""e-"": 96}","[13.91, 12.73, 10.28]",OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,3.0,"[9, 10, 11, 12]","[-3, -2, -1, 0]",KEGG:C00095
MVMSCBBUIHUTGJ-GDJBGNAASA-N,"InChI=1S/C16H25N5O16P2/c17-16-19-12-6(13(28)20-16)18-3-21(12)14-10(26)8(24)5(34-14)2-33-38(29,30)37-39(31,32)36-15-11(27)9(25)7(23)4(1-22)35-15/h3-5,7-11,14-15,22-27H,1-2H2,(H,29,30)(H,31,32)(H3,17,19,20,28)/t4-,5-,7-,8-,9+,10-,11+,14-,15-/m1/s1",KEGG:C00096,"{""N"": 5, ""C"": 16, ""H"": 23, ""O"": 16, ""P"": 2, ""e-"": 314}","[12.83, 12.25, 11.52, 4.07, 3.12, 1.73]",NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C(=O)N1,3.0,"[20, 21, 22, 23, 24, 25, 26]","[-5, -4, -3, -2, -1, 0, 1]",KEGG:C00096
XUJNEKJLAYXESH-REOHCLBHSA-N,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",KEGG:C00097,"{""N"": 1, ""H"": 7, ""C"": 3, ""S"": 1, ""O"": 2, ""e-"": 64}","[10.17, 9.05, 2.35]",[NH3+][C@@H](CS)C([O-])=O,2.0,"[5, 6, 7, 8]","[-2, -1, 0, 1]",KEGG:C00097
UCMIRNVEIXFBKS-UHFFFAOYSA-N,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",KEGG:C00099,"{""N"": 1, ""H"": 7, ""C"": 3, ""O"": 2, ""e-"": 48}","[10.31, 4.08]",[NH3+]CCC([O-])=O,1.0,"[6, 7, 8]","[-1, 0, 1]",KEGG:C00099
QAQREVBBADEHPA-IEXPHMLFSA-N,"InChI=1S/C24H40N7O17P3S/c1-4-15(33)52-8-7-26-14(32)5-6-27-22(36)19(35)24(2,3)10-45-51(42,43)48-50(40,41)44-9-13-18(47-49(37,38)39)17(34)23(46-13)31-12-30-16-20(25)28-11-29-21(16)31/h11-13,17-19,23,34-35H,4-10H2,1-3H3,(H,26,32)(H,27,36)(H,40,41)(H,42,43)(H2,25,28,29)(H2,37,38,39)/t13-,17-,18-,19+,23-/m1/s1",KEGG:C00100,"{""C"": 24, ""O"": 17, ""S"": 1, ""N"": 7, ""H"": 36, ""P"": 3, ""e-"": 430}","[6.18, 5.62, 4.86, 3.79, 3.12, 0.91, 0.82]",CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12,0.0,"[36, 37, 38, 39, 40, 41, 42, 43]","[-4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C00100
MSTNYGQPCMXVAQ-RYUDHWBXSA-N,"InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11-,12-/m0/s1",KEGG:C00101,"{""N"": 7, ""C"": 19, ""O"": 6, ""H"": 21, ""e-"": 234}","[11.69, 6.23, 3.94, 3.22, 2.6]",NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2)N1,1.0,"[20, 21, 22, 23, 24, 25]","[-3, -2, -1, 0, 1, 2]",KEGG:C00101
HXXFSFRBOHSIMQ-VFUOTHLCSA-N,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6-/m1/s1",KEGG:C00103,"{""O"": 9, ""C"": 6, ""H"": 11, ""P"": 1, ""e-"": 136}","[13.2, 12.22, 6.22, 1.16]",OC[C@H]1O[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O,2.0,"[9, 10, 11, 12, 13]","[-4, -3, -2, -1, 0]",KEGG:C00103
JPXZQMKKFWMMGK-KQYNXXCUSA-N,"InChI=1S/C10H14N4O11P2/c15-6-4(1-23-27(21,22)25-26(18,19)20)24-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,21,22)(H,11,12,17)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",KEGG:C00104,"{""O"": 11, ""C"": 10, ""H"": 12, ""P"": 2, ""N"": 4, ""e-"": 220}","[12.65, 11.63, 7.42, 3.21, 1.8, 0.63]",O[C@@H]1[C@@H](COP([O-])(=O)OP(O)([O-])=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O,3.0,"[9, 10, 11, 12, 13, 14, 15]","[-5, -4, -3, -2, -1, 0, 1]",KEGG:C00104
DJJCXFVJDGTHFX-XVFCMESISA-N,"InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",KEGG:C00105,"{""O"": 9, ""C"": 9, ""H"": 11, ""P"": 1, ""N"": 2, ""e-"": 168}","[12.56, 7.61, 6.23, 1.23]",O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)N1C=CC(=O)NC1=O,2.0,"[9, 10, 11, 12, 13]","[-4, -3, -2, -1, 0]",KEGG:C00105
ISAKRJDGNUQOIC-UHFFFAOYSA-N,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",KEGG:C00106,"{""O"": 2, ""C"": 4, ""N"": 2, ""H"": 4, ""e-"": 58}","[13.99, 12.01]",O=C1NC=CC(=O)N1,2.0,"[2, 3, 4]","[-2, -1, 0]",KEGG:C00106
TYEYBOSBBBHJIV-UHFFFAOYSA-N,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)",KEGG:C00109,"{""C"": 4, ""O"": 3, ""H"": 5, ""e-"": 54}",[3.19],CCC(=O)C([O-])=O,0.0,"[5, 6]","[-1, 0]",KEGG:C00109
GNGACRATGGDKBX-UHFFFAOYSA-N,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)",KEGG:C00111,"{""O"": 6, ""C"": 3, ""P"": 1, ""H"": 5, ""e-"": 88}","[13.8, 6.22, 1.19]",OCC(=O)COP([O-])([O-])=O,1.0,"[4, 5, 6, 7]","[-3, -2, -1, 0]",KEGG:C00111
ZWIADYZPOWUWEW-XVFCMESISA-N,"InChI=1S/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",KEGG:C00112,"{""N"": 3, ""C"": 9, ""O"": 11, ""H"": 13, ""P"": 2, ""e-"": 208}","[12.57, 7.44, 5.91, 3.53, 2.94, 1.76]",NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)([O-])=O)[C@@H](O)[C@H]1O,2.0,"[11, 12, 13, 14, 15, 16, 17]","[-4, -3, -2, -1, 0, 1, 2]",KEGG:C00112
OEYIOHPDSNJKLS-UHFFFAOYSA-N,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",KEGG:C00114,"{""C"": 5, ""N"": 1, ""O"": 1, ""H"": 14, ""e-"": 58}",[13.97],C[N+](C)(C)CCO,1.0,"[13, 14]","[0, 1]",KEGG:C00114
PEDCQBHIVMGVHV-UHFFFAOYSA-N,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",KEGG:C00116,"{""O"": 3, ""C"": 3, ""H"": 8, ""e-"": 50}",[13.61],OCC(O)CO,1.0,"[7, 8]","[-1, 0]",KEGG:C00116
KTVPXOYAKDPRHY-SOOFDHNKSA-N,"InChI=1S/C5H11O8P/c6-3-2(1-12-14(9,10)11)13-5(8)4(3)7/h2-8H,1H2,(H2,9,10,11)/t2-,3-,4-,5?/m1/s1",KEGG:C00117,"{""O"": 8, ""C"": 5, ""H"": 9, ""P"": 1, ""e-"": 120}","[12.91, 11.31, 6.25, 1.22]",OC1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,2.0,"[7, 8, 9, 10, 11]","[-4, -3, -2, -1, 0]",KEGG:C00117
LXJXRIRHZLFYRP-VKHMYHEASA-N,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)/t3-/m0/s1",KEGG:C00118,"{""O"": 6, ""C"": 3, ""H"": 5, ""P"": 1, ""e-"": 88}","[12.86, 6.42, 1.4]",O[C@H](COP([O-])([O-])=O)C=O,1.0,"[4, 5, 6, 7]","[-3, -2, -1, 0]",KEGG:C00118
PQGCEDQWHSBAJP-TXICZTDVSA-N,"InChI=1S/C5H13O14P3/c6-3-2(1-16-20(8,9)10)17-5(4(3)7)18-22(14,15)19-21(11,12)13/h2-7H,1H2,(H,14,15)(H2,8,9,10)(H2,11,12,13)/t2-,3-,4-,5-/m1/s1",KEGG:C00119,"{""O"": 14, ""C"": 5, ""H"": 9, ""P"": 3, ""e-"": 200}","[13.91, 12.28, 7.45, 6.22, 3.1, 1.79, 1.09]",O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP(O)([O-])=O)O[C@@H]1COP([O-])([O-])=O,3.0,"[6, 7, 8, 9, 10, 11, 12, 13]","[-7, -6, -5, -4, -3, -2, -1, 0]",KEGG:C00119
HMFHBZSHGGEWLO-SOOFDHNKSA-N,"InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4-,5?/m1/s1",KEGG:C00121,"{""O"": 5, ""C"": 5, ""H"": 10, ""e-"": 80}","[12.9, 11.31]",OC[C@H]1OC(O)[C@H](O)[C@@H]1O,2.0,"[8, 9, 10]","[-2, -1, 0]",KEGG:C00121
VZCYOOQTPOCHFL-OWOJBTEDSA-N,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+",KEGG:C00122,"{""O"": 4, ""C"": 4, ""H"": 2, ""e-"": 60}","[4.22, 3.35]",[O-]C(=O)\C=C\C([O-])=O,0.0,"[2, 3, 4]","[-2, -1, 0]",KEGG:C00122
ROHFNLRQFUQHCH-YFKPBYRVSA-N,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",KEGG:C00123,"{""C"": 6, ""H"": 13, ""N"": 1, ""O"": 2, ""e-"": 72}","[9.52, 2.79]",CC(C)C[C@H]([NH3+])C([O-])=O,1.0,"[12, 13, 14]","[-1, 0, 1]",KEGG:C00123
WQZGKKKJIJFFOK-SVZMEOIVSA-N,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6?/m1/s1",KEGG:C00124,"{""O"": 6, ""C"": 6, ""H"": 12, ""e-"": 96}","[13.58, 12.69, 11.3]",OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,3.0,"[9, 10, 11, 12]","[-3, -2, -1, 0]",KEGG:C00124
KEGG:C00125,,KEGG:C00125,{},[],,0.0,[],[],KEGG:C00125
KEGG:C00126,,KEGG:C00126,{},[],,0.0,[],[],KEGG:C00126
YPZRWBKMTBYPTK-BJDJZHNGSA-N,"InChI=1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)/t9-,10-,11-,12-/m0/s1",KEGG:C00127,"{""N"": 6, ""H"": 30, ""C"": 20, ""O"": 12, ""S"": 2, ""e-"": 322}","[5.88, 5.31, 4.5, 4.11, 3.8, 3.49, 3.15, 2.7]",[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(=O)NCC([O-])=O)C(=O)NCC([O-])=O)C([O-])=O,0.0,"[30, 31, 32, 33, 34, 35, 36, 37, 38]","[-2, -1, 0, 1, 2, 3, 4, 5, 6]",KEGG:C00127
NUHSROFQTUXZQQ-UHFFFAOYSA-N,"InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h1,3-4H2,2H3,(H,9,10)(H2,6,7,8)",KEGG:C00129,"{""C"": 5, ""O"": 7, ""P"": 2, ""H"": 10, ""e-"": 128}","[7.42, 3.22, 1.78]",CC(=C)CCOP([O-])(=O)OP(O)([O-])=O,1.0,"[9, 10, 11, 12]","[-3, -2, -1, 0]",KEGG:C00129
GRSZFWQUAKGDAV-KQYNXXCUSA-N,"InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",KEGG:C00130,"{""O"": 8, ""C"": 10, ""H"": 11, ""P"": 1, ""N"": 4, ""e-"": 180}","[13.98, 12.52, 11.61, 6.25, 1.33, 0.55]",O[C@@H]1[C@@H](COP([O-])([O-])=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O,3.0,"[8, 9, 10, 11, 12, 13, 14]","[-5, -4, -3, -2, -1, 0, 1]",KEGG:C00130
SUYVUBYJARFZHO-RRKCRQDMSA-N,"InChI=1S/C10H16N5O12P3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(25-7)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H,22,23)(H2,11,12,13)(H2,17,18,19)/t5-,6+,7+/m0/s1",KEGG:C00131,"{""N"": 5, ""C"": 10, ""H"": 13, ""O"": 12, ""P"": 3, ""e-"": 252}","[13.98, 7.42, 4.95, 3.29, 1.55, 0.9]",NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)O3)C2=NC=N1,2.0,"[11, 12, 13, 14, 15, 16, 17]","[-5, -4, -3, -2, -1, 0, 1]",KEGG:C00131
OKKJLVBELUTLKV-UHFFFAOYSA-N,"InChI=1S/CH4O/c1-2/h2H,1H3",KEGG:C00132,"{""C"": 1, ""O"": 1, ""H"": 4, ""e-"": 18}",[],CO,0.0,[4],[0],KEGG:C00132
QNAYBMKLOCPYGJ-UWTATZPHSA-N,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",KEGG:C00133,"{""C"": 3, ""H"": 7, ""N"": 1, ""O"": 2, ""e-"": 48}","[9.48, 2.47]",C[C@@H]([NH3+])C([O-])=O,1.0,"[6, 7, 8]","[-1, 0, 1]",KEGG:C00133
HNDVDQJCIGZPNO-YFKPBYRVSA-N,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",KEGG:C00135,"{""N"": 3, ""H"": 9, ""C"": 6, ""O"": 2, ""e-"": 82}","[12.94, 9.44, 6.61, 1.85]",[NH3+][C@@H](CC1=CNC=N1)C([O-])=O,2.0,"[7, 8, 9, 10, 11]","[-2, -1, 0, 1, 2]",KEGG:C00135
